brand_prefix,model,year_from,year_to,engine,source_name,source_url,retrieved_at
TY,Highlander,2014,2019,2GR-FE,epc_TY,https://epc-TY.example.com,2026-05-16T06:51:53.184781Z
TY,Highlander,2014,2019,2GR-FKS,epc_TY,https://epc-TY.example.com,2026-05-16T06:51:53.184783Z
TY,Highlander,2020,2025,A25A-FKS,epc_TY,https://epc-TY.example.com,2026-05-16T06:51:53.184785Z
LX,ES,2013,2021,2AR-FSE,epc_LX,https://epc-LX.example.com,2026-05-16T06:51:53.184793Z
LX,ES,2013,2021,8AR-FSE,epc_LX,https://epc-LX.example.com,2026-05-16T06:51:53.184795Z
LX,ES,2022,2025,A25A-FXS,epc_LX,https://epc-LX.example.com,2026-05-16T06:51:53.184796Z
LX,RX,2016,2023,8AR-FTS,epc_LX,https://epc-LX.example.com,2026-05-16T06:51:53.184798Z
LX,RX,2016,2023,2GR-FE,epc_LX,https://epc-LX.example.com,2026-05-16T06:51:53.184800Z
LX,RX,2024,2025,T24A-FTS,epc_LX,https://epc-LX.example.com,2026-05-16T06:51:53.184802Z
LX,GX,2010,2021,3GR-FSE,epc_LX,https://epc-LX.example.com,2026-05-16T06:51:53.184803Z
LX,GX,2022,2025,3GR-FSE,epc_LX,https://epc-LX.example.com,2026-05-16T06:51:53.184805Z
LX,GX,2022,2025,TT V35A,epc_LX,https://epc-LX.example.com,2026-05-16T06:51:53.184807Z
LX,NX,2015,2021,8AR-FTS,epc_LX,https://epc-LX.example.com,2026-05-16T06:51:53.184809Z
LX,NX,2015,2021,2AR-FSE,epc_LX,https://epc-LX.example.com,2026-05-16T06:51:53.184811Z
LX,NX,2022,2025,M20A-FKS,epc_LX,https://epc-LX.example.com,2026-05-16T06:51:53.184813Z
HY,Elantra,2011,2016,1.6L,epc_HY,https://epc-HY.example.com,2026-05-16T06:51:53.184821Z
HY,Elantra,2011,2016,2.0L,epc_HY,https://epc-HY.example.com,2026-05-16T06:51:53.184822Z
HY,Elantra,2017,2025,1.6L Turbo,epc_HY,https://epc-HY.example.com,2026-05-16T06:51:53.184824Z
HY,Elantra,2017,2025,2.0L,epc_HY,https://epc-HY.example.com,2026-05-16T06:51:53.184826Z
HY,Tucson,2016,2020,1.6L Turbo,epc_HY,https://epc-HY.example.com,2026-05-16T06:51:53.184828Z
HY,Tucson,2016,2020,2.0L,epc_HY,https://epc-HY.example.com,2026-05-16T06:51:53.184830Z
HY,Tucson,2021,2025,1.6L Turbo,epc_HY,https://epc-HY.example.com,2026-05-16T06:51:53.184832Z
HY,Tucson,2021,2025,2.0L,epc_HY,https://epc-HY.example.com,2026-05-16T06:51:53.184834Z
HY,Sonata,2015,2019,1.6L Turbo,epc_HY,https://epc-HY.example.com,2026-05-16T06:51:53.184836Z
HY,Sonata,2015,2019,2.0L,epc_HY,https://epc-HY.example.com,2026-05-16T06:51:53.184837Z
HY,Sonata,2015,2019,2.4L,epc_HY,https://epc-HY.example.com,2026-05-16T06:51:53.184839Z
HY,Sonata,2020,2025,1.6L Turbo,epc_HY,https://epc-HY.example.com,2026-05-16T06:51:53.184841Z
HY,Sonata,2020,2025,2.5L,epc_HY,https://epc-HY.example.com,2026-05-16T06:51:53.184843Z
HY,Santa Fe,2013,2018,2.0L,epc_HY,https://epc-HY.example.com,2026-05-16T06:51:53.184844Z
HY,Santa Fe,2013,2018,2.4L,epc_HY,https://epc-HY.example.com,2026-05-16T06:51:53.184846Z
HY,Santa Fe,2019,2025,2.2L Diesel,epc_HY,https://epc-HY.example.com,2026-05-16T06:51:53.184848Z
HY,Santa Fe,2019,2025,2.4L,epc_HY,https://epc-HY.example.com,2026-05-16T06:51:53.184850Z
HY,Santa Fe,2019,2025,3.8L,epc_HY,https://epc-HY.example.com,2026-05-16T06:51:53.184851Z
KI,Sportage,2016,2021,1.6L Turbo,epc_KI,https://epc-KI.example.com,2026-05-16T06:51:53.184859Z
KI,Sportage,2016,2021,2.0L,epc_KI,https://epc-KI.example.com,2026-05-16T06:51:53.184860Z
KI,Sportage,2022,2025,1.6L Turbo,epc_KI,https://epc-KI.example.com,2026-05-16T06:51:53.184862Z
KI,Sportage,2022,2025,2.0L,epc_KI,https://epc-KI.example.com,2026-05-16T06:51:53.184865Z
KI,Optima,2016,2020,1.6L Turbo,epc_KI,https://epc-KI.example.com,2026-05-16T06:51:53.184867Z
KI,Optima,2016,2020,2.0L,epc_KI,https://epc-KI.example.com,2026-05-16T06:51:53.184868Z
KI,Optima,2016,2020,2.4L,epc_KI,https://epc-KI.example.com,2026-05-16T06:51:53.184870Z
KI,Optima,2021,2025,1.6L Turbo,epc_KI,https://epc-KI.example.com,2026-05-16T06:51:53.184873Z
KI,Optima,2021,2025,2.4L,epc_KI,https://epc-KI.example.com,2026-05-16T06:51:53.184875Z
KI,Sorento,2015,2020,2.0L,epc_KI,https://epc-KI.example.com,2026-05-16T06:51:53.184877Z
KI,Sorento,2015,2020,2.4L,epc_KI,https://epc-KI.example.com,2026-05-16T06:51:53.184879Z
KI,Sorento,2015,2020,3.3L,epc_KI,https://epc-KI.example.com,2026-05-16T06:51:53.184880Z
KI,Sorento,2021,2025,2.2L Diesel,epc_KI,https://epc-KI.example.com,2026-05-16T06:51:53.184882Z
KI,Sorento,2021,2025,2.4L,epc_KI,https://epc-KI.example.com,2026-05-16T06:51:53.184884Z
KI,Sorento,2021,2025,3.8L,epc_KI,https://epc-KI.example.com,2026-05-16T06:51:53.184886Z
KI,Cerato,2018,2025,1.6L,epc_KI,https://epc-KI.example.com,2026-05-16T06:51:53.184887Z
KI,Cerato,2018,2025,2.0L,epc_KI,https://epc-KI.example.com,2026-05-16T06:51:53.184889Z
NI,Altima,2013,2018,QR25,epc_NI,https://epc-NI.example.com,2026-05-16T06:51:53.184896Z
NI,Altima,2013,2018,2.5L Turbo,epc_NI,https://epc-NI.example.com,2026-05-16T06:51:53.184897Z
NI,Altima,2019,2025,2.5L,epc_NI,https://epc-NI.example.com,2026-05-16T06:51:53.184899Z
NI,Altima,2019,2025,2.5L Turbo,epc_NI,https://epc-NI.example.com,2026-05-16T06:51:53.184901Z
NI,Qashqai,2014,2021,1.2L Turbo,epc_NI,https://epc-NI.example.com,2026-05-16T06:51:53.184902Z
NI,Qashqai,2014,2021,1.5L,epc_NI,https://epc-NI.example.com,2026-05-16T06:51:53.184904Z
NI,Qashqai,2014,2021,1.6L Diesel,epc_NI,https://epc-NI.example.com,2026-05-16T06:51:53.184906Z
NI,Qashqai,2022,2025,1.2L Turbo,epc_NI,https://epc-NI.example.com,2026-05-16T06:51:53.184908Z
NI,Qashqai,2022,2025,1.5L,epc_NI,https://epc-NI.example.com,2026-05-16T06:51:53.184909Z
NI,Rogue,2014,2020,2.5L,epc_NI,https://epc-NI.example.com,2026-05-16T06:51:53.184912Z
NI,Rogue,2021,2025,2.5L,epc_NI,https://epc-NI.example.com,2026-05-16T06:51:53.184914Z
NI,X-Trail,2013,2021,1.6L,epc_NI,https://epc-NI.example.com,2026-05-16T06:51:53.184916Z
NI,X-Trail,2013,2021,2.0L,epc_NI,https://epc-NI.example.com,2026-05-16T06:51:53.184918Z
NI,X-Trail,2013,2021,2.5L,epc_NI,https://epc-NI.example.com,2026-05-16T06:51:53.184920Z
NI,X-Trail,2022,2025,1.5L,epc_NI,https://epc-NI.example.com,2026-05-16T06:51:53.184922Z
NI,X-Trail,2022,2025,2.0L,epc_NI,https://epc-NI.example.com,2026-05-16T06:51:53.184924Z
FO,Fusion,2013,2016,1.5L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184930Z
FO,Fusion,2013,2016,1.6L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184932Z
FO,Fusion,2013,2016,2.0L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184934Z
FO,Fusion,2013,2016,2.5L,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184936Z
FO,Fusion,2017,2020,1.5L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184937Z
FO,Fusion,2017,2020,2.0L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184939Z
FO,Fusion,2017,2020,2.5L,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184941Z
FO,Focus,2012,2018,1.6L,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184942Z
FO,Focus,2012,2018,2.0L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184944Z
FO,Focus,2012,2018,1.5L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184946Z
FO,Focus,2019,2025,1.5L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184948Z
FO,Focus,2019,2025,1.5L EcoBlue Diesel,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184949Z
FO,Escape,2013,2019,1.5L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184951Z
FO,Escape,2013,2019,1.6L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184954Z
FO,Escape,2013,2019,2.0L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184956Z
FO,Escape,2013,2019,2.5L,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184957Z
FO,Escape,2020,2025,1.5L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184959Z
FO,Escape,2020,2025,2.0L Hybrid,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184961Z
FO,Explorer,2011,2019,2.0L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184963Z
FO,Explorer,2011,2019,3.5L,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184964Z
FO,Explorer,2011,2019,3.0L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184966Z
FO,Explorer,2020,2025,2.3L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184968Z
FO,Explorer,2020,2025,3.0L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T06:51:53.184970Z
