brand_prefix,model,year_from,year_to,engine,source_name,source_url,retrieved_at
HY,Elantra,2011,2016,1.6L,epc_HY,https://epc-HY.example.com,2026-05-16T08:47:10.282296Z
HY,Elantra,2011,2016,2.0L,epc_HY,https://epc-HY.example.com,2026-05-16T08:47:10.282303Z
HY,Elantra,2017,2025,1.6L Turbo,epc_HY,https://epc-HY.example.com,2026-05-16T08:47:10.282309Z
HY,Elantra,2017,2025,2.0L,epc_HY,https://epc-HY.example.com,2026-05-16T08:47:10.282318Z
HY,Tucson,2016,2020,1.6L Turbo,epc_HY,https://epc-HY.example.com,2026-05-16T08:47:10.282324Z
HY,Tucson,2016,2020,2.0L,epc_HY,https://epc-HY.example.com,2026-05-16T08:47:10.282335Z
HY,Tucson,2021,2025,1.6L Turbo,epc_HY,https://epc-HY.example.com,2026-05-16T08:47:10.282341Z
HY,Tucson,2021,2025,2.0L,epc_HY,https://epc-HY.example.com,2026-05-16T08:47:10.282347Z
HY,Sonata,2015,2019,1.6L Turbo,epc_HY,https://epc-HY.example.com,2026-05-16T08:47:10.282354Z
HY,Sonata,2015,2019,2.0L,epc_HY,https://epc-HY.example.com,2026-05-16T08:47:10.282361Z
HY,Sonata,2015,2019,2.4L,epc_HY,https://epc-HY.example.com,2026-05-16T08:47:10.282367Z
HY,Sonata,2020,2025,1.6L Turbo,epc_HY,https://epc-HY.example.com,2026-05-16T08:47:10.282374Z
HY,Sonata,2020,2025,2.5L,epc_HY,https://epc-HY.example.com,2026-05-16T08:47:10.282381Z
HY,Santa Fe,2013,2018,2.0L,epc_HY,https://epc-HY.example.com,2026-05-16T08:47:10.282388Z
HY,Santa Fe,2013,2018,2.4L,epc_HY,https://epc-HY.example.com,2026-05-16T08:47:10.282394Z
HY,Santa Fe,2019,2025,2.2L Diesel,epc_HY,https://epc-HY.example.com,2026-05-16T08:47:10.282400Z
HY,Santa Fe,2019,2025,2.4L,epc_HY,https://epc-HY.example.com,2026-05-16T08:47:10.282408Z
HY,Santa Fe,2019,2025,3.8L,epc_HY,https://epc-HY.example.com,2026-05-16T08:47:10.282415Z
KI,Sportage,2016,2021,1.6L Turbo,epc_KI,https://epc-KI.example.com,2026-05-16T08:47:10.282446Z
KI,Sportage,2016,2021,2.0L,epc_KI,https://epc-KI.example.com,2026-05-16T08:47:10.282453Z
KI,Sportage,2022,2025,1.6L Turbo,epc_KI,https://epc-KI.example.com,2026-05-16T08:47:10.282459Z
KI,Sportage,2022,2025,2.0L,epc_KI,https://epc-KI.example.com,2026-05-16T08:47:10.282469Z
KI,Optima,2016,2020,1.6L Turbo,epc_KI,https://epc-KI.example.com,2026-05-16T08:47:10.282475Z
KI,Optima,2016,2020,2.0L,epc_KI,https://epc-KI.example.com,2026-05-16T08:47:10.282482Z
KI,Optima,2016,2020,2.4L,epc_KI,https://epc-KI.example.com,2026-05-16T08:47:10.282489Z
KI,Optima,2021,2025,1.6L Turbo,epc_KI,https://epc-KI.example.com,2026-05-16T08:47:10.282499Z
KI,Optima,2021,2025,2.4L,epc_KI,https://epc-KI.example.com,2026-05-16T08:47:10.282505Z
KI,Sorento,2015,2020,2.0L,epc_KI,https://epc-KI.example.com,2026-05-16T08:47:10.282512Z
KI,Sorento,2015,2020,2.4L,epc_KI,https://epc-KI.example.com,2026-05-16T08:47:10.282520Z
KI,Sorento,2015,2020,3.3L,epc_KI,https://epc-KI.example.com,2026-05-16T08:47:10.282526Z
KI,Sorento,2021,2025,2.2L Diesel,epc_KI,https://epc-KI.example.com,2026-05-16T08:47:10.282532Z
KI,Sorento,2021,2025,2.4L,epc_KI,https://epc-KI.example.com,2026-05-16T08:47:10.282538Z
KI,Sorento,2021,2025,3.8L,epc_KI,https://epc-KI.example.com,2026-05-16T08:47:10.282544Z
KI,Cerato,2018,2025,1.6L,epc_KI,https://epc-KI.example.com,2026-05-16T08:47:10.282550Z
KI,Cerato,2018,2025,2.0L,epc_KI,https://epc-KI.example.com,2026-05-16T08:47:10.282554Z
NI,Altima,2013,2018,QR25,epc_NI,https://epc-NI.example.com,2026-05-16T08:47:10.282575Z
NI,Altima,2013,2018,2.5L Turbo,epc_NI,https://epc-NI.example.com,2026-05-16T08:47:10.282579Z
NI,Altima,2019,2025,2.5L,epc_NI,https://epc-NI.example.com,2026-05-16T08:47:10.282584Z
NI,Altima,2019,2025,2.5L Turbo,epc_NI,https://epc-NI.example.com,2026-05-16T08:47:10.282588Z
NI,Qashqai,2014,2021,1.2L Turbo,epc_NI,https://epc-NI.example.com,2026-05-16T08:47:10.282592Z
NI,Qashqai,2014,2021,1.5L,epc_NI,https://epc-NI.example.com,2026-05-16T08:47:10.282596Z
NI,Qashqai,2014,2021,1.6L Diesel,epc_NI,https://epc-NI.example.com,2026-05-16T08:47:10.282600Z
NI,Qashqai,2022,2025,1.2L Turbo,epc_NI,https://epc-NI.example.com,2026-05-16T08:47:10.282604Z
NI,Qashqai,2022,2025,1.5L,epc_NI,https://epc-NI.example.com,2026-05-16T08:47:10.282608Z
NI,Rogue,2014,2020,2.5L,epc_NI,https://epc-NI.example.com,2026-05-16T08:47:10.282617Z
NI,Rogue,2021,2025,2.5L,epc_NI,https://epc-NI.example.com,2026-05-16T08:47:10.282621Z
NI,X-Trail,2013,2021,1.6L,epc_NI,https://epc-NI.example.com,2026-05-16T08:47:10.282625Z
NI,X-Trail,2013,2021,2.0L,epc_NI,https://epc-NI.example.com,2026-05-16T08:47:10.282629Z
NI,X-Trail,2013,2021,2.5L,epc_NI,https://epc-NI.example.com,2026-05-16T08:47:10.282637Z
NI,X-Trail,2022,2025,1.5L,epc_NI,https://epc-NI.example.com,2026-05-16T08:47:10.282641Z
NI,X-Trail,2022,2025,2.0L,epc_NI,https://epc-NI.example.com,2026-05-16T08:47:10.282645Z
FO,Fusion,2013,2016,1.5L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282666Z
FO,Fusion,2013,2016,1.6L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282670Z
FO,Fusion,2013,2016,2.0L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282674Z
FO,Fusion,2013,2016,2.5L,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282678Z
FO,Fusion,2017,2020,1.5L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282683Z
FO,Fusion,2017,2020,2.0L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282687Z
FO,Fusion,2017,2020,2.5L,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282691Z
FO,Focus,2012,2018,1.6L,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282695Z
FO,Focus,2012,2018,2.0L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282699Z
FO,Focus,2012,2018,1.5L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282703Z
FO,Focus,2019,2025,1.5L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282708Z
FO,Focus,2019,2025,1.5L EcoBlue Diesel,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282712Z
FO,Escape,2013,2019,1.5L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282716Z
FO,Escape,2013,2019,1.6L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282723Z
FO,Escape,2013,2019,2.0L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282728Z
FO,Escape,2013,2019,2.5L,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282732Z
FO,Escape,2020,2025,1.5L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282736Z
FO,Escape,2020,2025,2.0L Hybrid,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282740Z
FO,Explorer,2011,2019,2.0L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282744Z
FO,Explorer,2011,2019,3.5L,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282748Z
FO,Explorer,2011,2019,3.0L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282753Z
FO,Explorer,2020,2025,2.3L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282757Z
FO,Explorer,2020,2025,3.0L EcoBoost,epc_FO,https://epc-FO.example.com,2026-05-16T08:47:10.282764Z
