brand_prefix,part_code,oem_number,source_name,source_url,retrieved_at,brand,model,year_from,year_to,engine,restyle,vin_pattern
AC,ODW,90471-PX4-000,AcuraPartsWarehouse,https://www.acurapartswarehouse.com/oem/acura~washer~drain~plug~18mm~90471-px4-000.html,2026-05-10T15:50:53Z,Acura,ADX; CL; ILX,1997,2025,"CVT; KA 5AT, KL 5AT; KA 4AT, KL 4AT; 8-Speed DCT",,
AC,ODW,94109-12000,AcuraPartsWarehouse,https://www.acurapartswarehouse.com/oem/acura~washer~drain~plug~12mm~94109-12000.html,2026-05-10T15:50:36Z,Acura,CL; ILX,1997,2022,"KA 5AT, KL 5AT; KA 4AT, KA 5MT, KL 4AT; 8-Speed DCT; KA DCT",,
AC,ODW,94109-14000,AcuraPartsWarehouse,https://www.acurapartswarehouse.com/oem/acura~washer~drain~plug~14mm~94109-14000.html,2026-05-10T15:50:45Z,Acura,ADX; CL; ILX,1997,2025,"CVT; KA 5AT, KA 6MT, KL 5AT; KA 5AT, KL 5AT; KA 4AT, KA 5MT, KL 4AT",,
AC,ODW,94109-20000,AcuraPartsWarehouse,https://www.acurapartswarehouse.com/oem/acura~washer~drain~plug~20mm~94109-20000.html,2026-05-10T15:50:49Z,Acura,ADX; CL; ILX,1997,2025,"CVT; KA 6MT; KA 4AT, KA 5MT; 8-Speed DCT",,
AC,OPS,28600-PRP-013RB,AcuraPartsWarehouse,https://www.acurapartswarehouse.com/oem/acura~oil~pressure~switch~28600-prp-013rb.html,2026-05-10T15:50:38Z,Acura,,,,,,
HO,CKP,32177-RNA-A00,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~insulator~crank~sensor~32177-rna-a00.html,2026-05-10T15:52:49Z,Honda,,,,,,
HO,CKP,37509-PLC-015,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~grommet~crank~sensor~37509-plc-015.html,2026-05-10T15:53:10Z,Honda,Civic,2001,2005,"KA 4AT, KA 5MT, KA CVT; KA 4AT, KA 5MT, KA CVT, KL 4AT, KL 5MT, KL CVT",,
HO,CKP,8-01103-661-0,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~sensor~crank~angle~8-01103-661-0.html,2026-05-10T15:53:24Z,Honda,,,,,,
HO,CKP,8-97258-523-0,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~sensor~crankshaft~position~8-97258-523-0.html,2026-05-10T15:53:17Z,Honda,Passport,2002,2002,"KA 4AT, KA 5MT",,
HO,CMP,8-10456-148-0,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~sensor~camshaft~position~8-10456-148-0.html,2026-05-10T15:53:00Z,Honda,Passport,1996,1997,"KA 4AT, KA 5MT, KL 4AT, KL 5MT",,
HO,CMP,8-10456-541-0,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~sensor~camshaft~position~8-10456-541-0.html,2026-05-10T15:53:11Z,Honda,Passport,1998,2000,"KA 4AT, KA 5MT; KA 4AT, KA 5MT, KL 4AT, KL 5MT",,
HO,CMP,8-10456-598-0,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~sensor~camshaft~position~8-10456-598-0.html,2026-05-10T15:53:18Z,Honda,,,,,,
HO,CVB,77275-SCV-A01ZA,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~boot~change~lever~77275-scv-a01za.html,2026-05-10T15:53:03Z,Honda,Element,2003,2004,KA 5MT,,
HO,CVB,77275-SCV-A01ZB,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~boot~change~lever~77275-scv-a01zb.html,2026-05-10T15:53:12Z,Honda,Element,2003,2004,KA 5MT,,
HO,CVB,77275-SCV-A02ZC,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~boot~change~lever~77275-scv-a02zc.html,2026-05-10T15:53:19Z,Honda,Element,2005,2010,KA 5MT,,
HO,CVB,77275-SCV-A02ZD,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~boot~change~lever~77275-scv-a02zd.html,2026-05-10T15:53:25Z,Honda,Element,2005,2006,KA 5MT,,
HO,MAP,06176-PCX-000,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~map~sensor~kit~06176-pcx-000.html,2026-05-10T15:53:05Z,Honda,,,,,,
HO,MAP,46403-TM8-A00,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~tube~map~sensor~46403-tm8-a00.html,2026-05-10T15:53:20Z,Honda,Insight,2010,2014,"KA CVT, KL CVT",,
HO,MAP,8-94153-176-0,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~pipe~map~sensor~8-94153-176-0.html,2026-05-10T15:53:13Z,Honda,Passport,1996,1996,"KA 5MT, KL 5MT",,
HO,ODP,15707-568-670,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~plug~oil~drain~15707-568-670.html,2026-05-10T15:53:08Z,Honda,,,,,,
HO,ODP,8-94152-613-0,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~plug~oil~drain~8-94152-613-0.html,2026-05-10T15:53:14Z,Honda,,,,,,
HO,ODP,8-97329-621-0,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~plug~drain~oil~8-97329-621-0.html,2026-05-10T15:53:22Z,Honda,Passport,1994,1996,"KA 5MT, KL 5MT; KA 4AT, KA 5MT, KL 4AT, KL 5MT",,
HO,ODW,90401-PG1-000,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~washer~drain~plug~90401-pg1-000.html,2026-05-10T15:53:16Z,Honda,Accord,2003,2012,"KA 5MT, KL 5MT; KA 5MT",,
HO,ODW,90401-PM3-000,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~washer~drain~plug~90401-pm3-000.html,2026-05-10T15:53:23Z,Honda,Accord; Civic; CRX,1988,1992,"KA 4AT, KA 5MT, KL 4AT, KL 5MT; KA 4AT, KA 4MT, KA 5MT, KL 4AT, KL 4MT, KL 5MT; KA 4AT, KA 5MT, KH 5MT, KL 4AT, KL 5MT",,
HO,ODW,90443-PA6-000,HondaPartsNow,https://www.hondapartsnow.com/genuine/honda~washer~drain~plug~90443-pa6-000.html,2026-05-10T15:53:09Z,Honda,Civic,1983,1983,"KA 4MT, KA 5MT, KA HMT, KH 4MT, KH 5MT, KH HMT, KL 4MT, KL 5MT, KL HMT",,
