brand,brand_prefix,part_code,priority
Subaru,SU,CSF,high
Subaru,SU,CSR,high
Subaru,SU,EMG,high
Subaru,SU,EMB,high
Subaru,SU,EML,high
Subaru,SU,EMR,high
Subaru,SU,IMG,high
Subaru,SU,MAF,high
Subaru,SU,OPS,high
Subaru,SU,THB,high
Subaru,SU,TSH,high
Subaru,SU,CAB,high
Subaru,SU,RAB,high
Subaru,SU,SBF,high
Subaru,SU,SBR,high
Subaru,SU,FF,high
Subaru,SU,ODP,high
Subaru,SU,ODW,high
Subaru,SU,ATP,high
Subaru,SU,ATG,high
Subaru,SU,CVB,high
Suzuki,SZ,CKP,high
Subaru,SU,TMM,high
Suzuki,SZ,CMP,high
Suzuki,SZ,CMS,high
Suzuki,SZ,CSF,high
Suzuki,SZ,CSR,high
Suzuki,SZ,EML,high
Suzuki,SZ,EMG,high
Suzuki,SZ,EMB,high
Suzuki,SZ,IMG,high
Suzuki,SZ,EMR,high
Suzuki,SZ,MAP,high
Suzuki,SZ,MAF,high
Suzuki,SZ,OPS,high
Suzuki,SZ,THB,high
Suzuki,SZ,CAB,high
Suzuki,SZ,RAB,high
Suzuki,SZ,TSH,high
Suzuki,SZ,SBF,high
Suzuki,SZ,SBR,high
Suzuki,SZ,STM,high
Suzuki,SZ,SR,high
Suzuki,SZ,ALB,high
Suzuki,SZ,FF,high
Suzuki,SZ,ODP,high
Suzuki,SZ,ODW,high
Suzuki,SZ,ATG,high
Suzuki,SZ,ATP,high
Suzuki,SZ,CRB,high
Suzuki,SZ,CVB,high
Suzuki,SZ,HUR,high
Suzuki,SZ,TMM,high
Tesla,TS,CKP,high
Tesla,TS,CMP,high
Tesla,TS,CMS,high
Tesla,TS,CSF,high
Tesla,TS,CSR,high
Tesla,TS,EMB,high
Tesla,TS,EMG,high
Tesla,TS,EMR,high
Tesla,TS,EML,high
Tesla,TS,HGG,high
Tesla,TS,IC,high
Tesla,TS,IMG,high
Tesla,TS,MAF,high
Tesla,TS,MAP,high
Tesla,TS,OPM,high
Tesla,TS,OPS,high
Tesla,TS,PCV,high
Tesla,TS,SP,high
Tesla,TS,THB,high
Tesla,TS,VCG,high
Tesla,TS,TK,high
Tesla,TS,EXC,high
Tesla,TS,EXT,high
Tesla,TS,WP,high
Tesla,TS,VVT,high
Tesla,TS,FAN,high
Tesla,TS,BJT,high
Tesla,TS,TST,high
Tesla,TS,TSH,high
Tesla,TS,CAB,high
Tesla,TS,RAB,high
Tesla,TS,SBR,high
Tesla,TS,SBF,high
Tesla,TS,SPF,high
Tesla,TS,SPR,high
Tesla,TS,STM,high
Tesla,TS,ABK,high
Tesla,TS,ABR,high
Tesla,TS,AF,high
Tesla,TS,ABT,high
Tesla,TS,FF,high
Tesla,TS,ODW,high
Tesla,TS,ODP,high
Tesla,TS,OF,high
Tesla,TS,ATF,high
Tesla,TS,ATP,high
Tesla,TS,CLK,high
Tesla,TS,ATG,high
Tesla,TS,CMC,high
Tesla,TS,CRB,high
Tesla,TS,CVB,high
Tesla,TS,HUF,high
Tesla,TS,CVJ,high
Tesla,TS,HUR,high
Tesla,TS,TMM,high
Volkswagen,VW,CKP,high
Volkswagen,VW,EML,high
Volkswagen,VW,EMR,high
Volkswagen,VW,OPS,high
Volkswagen,VW,ABK,high
Volkswagen,VW,OCL,high
Volkswagen,VW,ABT,high
Volkswagen,VW,ABR,high
Volvo,VO,CKP,high
Volvo,VO,CMP,high
Volvo,VO,CMS,high
Volvo,VO,EMB,high
Volvo,VO,EMG,high
Volvo,VO,EML,high
Volvo,VO,MAF,high
Volvo,VO,OPS,high
Volvo,VO,EMR,high
Volvo,VO,IMG,high
Volvo,VO,THB,high
Volvo,VO,RHU,high
Volvo,VO,TSH,high
Volvo,VO,CAB,high
Volvo,VO,RAB,high
Volvo,VO,SBR,high
Volvo,VO,FF,high
Volvo,VO,SBF,high
Volvo,VO,ODP,high
Volvo,VO,ODW,high
Volvo,VO,CVB,high
Volvo,VO,TMM,high
